,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA_log,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,THERMOSTAT,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,BATHROOMS,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST_log,HEAT_COST_log,WATERHEAT_COST_log,ELECT_COST_log,TOT_COST_log
5540,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1950-1959,6.093569770045136,None,None,None,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,0.0,0.0,5.352047688969004,6.354909025953534,6.666129478289041
5541,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,6.504288173536645,Individual,B: 2-4 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,2.6616571615324998,5.765410514449022,6.385042616821721,6.99117688712121,7.606039243647235
5542,Detached house,Mixed-Humid,1960-1969,7.875119281040293,Individual,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,1.0,4,0-1,1.0,2,Owned,5.928098671486162,7.680134069133716,5.746139290735026,7.125725471522349,8.31724845460455
5543,Detached house,Hot-Dry/Mixed-Dry,2000-2009,7.601402334583733,Central,None,None,0.0,1.0,0.0,0.0,3,1.5-2,2.0,1,Owned,6.879695253014099,0.0,6.01488806205157,7.000534987114597,7.814815540841128
5544,Detached house,Marine,1970-1979,6.97914527506881,Central,A: -2 yrs,Central heat pump,1.0,0.0,0.0,0.0,3,1.5-2,1.0,1,Owned,3.767690634538226,6.101685730557076,6.3397594766011105,7.595065457341449,8.020240886582753
5545,Detached house,Cold/Very Cold,1960-1969,8.056109659545061,Individual,F: +20 yrs,Other individual,0.0,0.0,1.0,1.0,3,1.5-2,1.0,2,Owned,4.006241680667128,6.222437369536525,4.9901604409068705,6.156639945066966,7.068742536068384
5546,Detached house,Mixed-Humid,1970-1979,7.68937110752969,Both central and individual,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,0.0,3,1.5-2,0.0,2,Owned,6.243234427210514,6.906784808227691,6.500673865355675,7.350342746392052,8.22493265377029
5547,Detached house,Hot-Humid,1980-1989,7.877017895622398,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,0.0,4,2.5-3.5,0.0,2,Owned,7.100233415985461,5.637927531860177,5.489226940528525,7.806545771030754,8.340176737645626
5548,Detached house,Mixed-Humid,1990-1999,7.703007682479236,None,B: 2-4 yrs,Other individual,0.0,0.0,1.0,1.0,3,2.5-3.5,0.0,1,Owned,0.0,6.24296229191872,5.640274533399819,6.880620436574819,7.477123358360238
5549,Apartment in bld with 5+ units,Hot-Humid,.<1950,6.135564891081739,Central,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,0.0,,0-1,0.0,1,Rented,4.980176086611547,2.9052603703899154,4.52406858455105,5.931289824071912,6.445116462799421
5550,Detached house,Cold/Very Cold,2000-2009,8.127109185346375,Central,E: 15-19 yrs,Central heat pump,0.0,0.0,1.0,1.0,+4,2.5-3.5,0.0,1,Owned,4.68914361976427,6.97867030195174,6.341786855718937,8.071559000594508,8.506971123645938
5551,Apartment in bld with 5+ units,Mixed-Humid,.<1950,5.8916442118257715,Individual,F: +20 yrs,Central water system,0.0,0.0,0.0,0.0,,0-1,0.0,1,Rented,4.768054048889571,5.10594547390058,4.783734693904334,6.419913491606522,6.920859048359114
5552,Detached house,Marine,1950-1959,8.563122123304638,Central,F: +20 yrs,Central furnace,1.0,0.0,1.0,1.0,4,1.5-2,2.0,1,Owned,4.545420181582317,6.186661196371241,5.179252259389097,6.7828041135593065,7.400932074360989
5553,Detached house,Mixed-Humid,1960-1969,7.91862865334224,Individual,D: 10-14 yrs,Other individual,0.0,1.0,0.0,1.0,4,1.5-2,1.0,Split-level,Owned,6.309136154265477,7.353773545477361,5.499297105160525,7.77526324665948,8.462555362936182
5554,Detached house,Hot-Dry/Mixed-Dry,2000-2009,8.679482094459956,Both central and individual,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,0.0,+4,2.5-3.5,2.0,2,Owned,7.4417249999339745,6.108847502743026,5.970547298852594,7.562036883320215,8.404693922048718
5555,Detached house,Cold/Very Cold,.<1950,8.616314282284044,Individual,F: +20 yrs,Central furnace,0.0,0.0,1.0,1.0,3,0-1,0.0,2,Owned,2.8587664184808337,7.4263942985156834,5.046002437933547,6.097782104655088,7.738248442357534
5556,Apartment in bld with 5+ units,Cold/Very Cold,1990-1999,6.6293632534374485,Individual,B: 2-4 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,2.848391685655282,3.9539324085053558,5.03974091923491,6.23026488869823,6.591289570436555
5557,Apartment in bld with 2-4 units,Mixed-Humid,1990-1999,6.638567789166521,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.444766664495067,5.944137062700765,5.355500780075491,5.798516731072727,6.913011441127841
5558,Detached house,Cold/Very Cold,1990-1999,7.13966033596492,Individual,E: 15-19 yrs,Central heat pump,0.0,0.0,1.0,0.0,3,1.5-2,0.0,1,Owned,3.6256733782101436,6.070229515743637,5.72217888493435,7.207096617265143,7.660053054337804
5559,Detached house,Hot-Humid,1990-1999,8.32020459757888,Central,E: 15-19 yrs,Other individual,0.0,1.0,1.0,0.0,+4,2.5-3.5,1.0,1,Owned,6.0664328633452875,3.43204984514492,6.285346112927534,7.692884379556652,8.067280775272772
5560,Detached house,Cold/Very Cold,2010-2015,8.405367376233981,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,0.0,+4,+3.5,3.0,2,Owned,5.410037616158444,6.835765062799417,5.935793262237517,8.128888989034307,8.501175591856358
5561,Apartment in bld with 2-4 units,Cold/Very Cold,.<1950,7.172424577124845,Individual,B: 2-4 yrs,Central water system,1.0,1.0,0.0,0.0,3,0-1,0.0,1,Rented,3.607669398688393,6.914115012934719,5.678122727875623,6.900136328348901,7.751505425095116
5562,Mobile home,Mixed-Humid,1990-1999,6.829793737512425,Central,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,0.0,3,0-1,0.0,1,Owned,5.400241986269962,5.924496410176189,6.788205683878033,7.377658903227539,8.032590715690525
5563,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,7.067319848653476,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,4.28096243218686,6.625339316202856,5.738731255573653,7.298242103909589,7.867733655476393
5564,Detached house,Mixed-Humid,1950-1959,8.268988209506656,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,1.0,3,1.5-2,0.0,1,Owned,5.103822008822373,6.087751522419478,5.002871903478422,7.15445909470536,7.616145688954776
5565,Detached house,Cold/Very Cold,2000-2009,8.32020459757888,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,1.0,3,1.5-2,2.0,2,Owned,4.32055008757213,7.216826954112388,6.038872804502973,6.7859039791498,7.9153810274308
5566,Apartment in bld with 5+ units,Cold/Very Cold,2010-2015,6.875232087276577,Both central and individual,A: -2 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,2.4265710727750367,3.512440560478137,3.994708372046754,5.697663793648024,5.977188122189173
5567,Detached house,Cold/Very Cold,.<1950,7.0909098220799835,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,4,1.5-2,0.0,3,Owned,5.6461533618195645,6.163946183619964,5.22580043570886,6.573107377249611,7.412824365635748
5568,Detached house,Mixed-Humid,1950-1959,7.653020413804189,Central,B: 2-4 yrs,Central furnace,0.0,1.0,1.0,1.0,0-2,0-1,0.0,1,Rented,5.996128653234859,6.734460854747687,5.148308099221328,6.896289800872859,7.783432327970995
5569,Detached house,Hot-Humid,1970-1979,8.045908742270779,Central,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0.0,3,1.5-2,0.0,1,Owned,6.95038364103776,5.9590963020752525,5.461243713040235,6.864398825432219,7.871223446706787
5570,Detached house,Cold/Very Cold,1980-1989,7.325148957955575,None,A: -2 yrs,Central furnace,0.0,0.0,1.0,0.0,3,0-1,1.0,1,Owned,0.0,6.775674262624701,4.933394213752808,6.912583603838778,7.609842379111553
5571,Apartment in bld with 2-4 units,Cold/Very Cold,.<1950,7.109062135687172,Individual,F: +20 yrs,Central water system,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,3.935934825474459,6.362734957128978,5.698769932832657,6.146671811410365,7.239717360125464
5572,Apartment in bld with 5+ units,Cold/Very Cold,1990-1999,7.110696122978827,Central,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,3.5751506887855933,5.799456224724484,6.541924260114047,6.91850726861904,7.633974500602276
5573,Detached house,Cold/Very Cold,1960-1969,7.370860166536716,Individual,D: 10-14 yrs,Central water system,1.0,1.0,1.0,1.0,4,2.5-3.5,1.0,2,Owned,3.540089380528774,6.1194839013220115,4.627322990629224,6.3227088561848905,7.043526660956257
5574,Attached house,Cold/Very Cold,1980-1989,7.970394907191429,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,0.0,3,1.5-2,2.0,2,Owned,3.955465563270983,7.856257602019445,4.195847647552622,6.211202305287359,8.069583339340369
5575,Detached house,Cold/Very Cold,1970-1979,7.851661177889265,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,1.0,3,0-1,0.0,2,Owned,5.426226735170068,6.949549600639115,5.787388058510998,7.383803105212184,8.071790072958658
5576,Detached house,Cold/Very Cold,.<1950,8.37816098272068,None,F: +20 yrs,Central furnace,0.0,0.0,0.0,1.0,0-2,0-1,1.0,2,Owned,0.0,7.587249683088295,3.9598603348423063,7.66446863310293,8.331969026127101
5577,Detached house,Mixed-Humid,1990-1999,7.87587915949631,Central,E: 15-19 yrs,Central heat pump,1.0,0.0,0.0,1.0,4,+3.5,2.0,1,Owned,5.662404770202223,6.384317117165303,6.590534537419472,8.5041342939725,8.785787241181135
5578,Detached house,Hot-Dry/Mixed-Dry,2000-2009,7.935945103353701,Central,C: 5-9 yrs,Other individual,1.0,1.0,1.0,0.0,+4,2.5-3.5,3.0,1,Owned,5.779260935832107,0.0,6.2665931534881425,6.644414537916514,7.38812994265209
5579,Detached house,Cold/Very Cold,1990-1999,8.024534871605695,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,1.0,0-2,2.5-3.5,2.0,1,Owned,4.824787527525743,7.35622878967751,5.858133134486126,6.977729002609648,8.042387651429005
5580,Attached house,Mixed-Humid,1980-1989,7.99260665240021,Central,B: 2-4 yrs,Central heat pump,0.0,1.0,0.0,0.0,3,2.5-3.5,1.0,3,Owned,5.046324136504762,5.39376390069205,5.24391397766865,6.702402528676476,7.2271176880368895
5581,Apartment in bld with 5+ units,Hot-Humid,1970-1979,6.831953565565855,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,5.278267708742333,6.20979654142497,6.549822401319289,7.401951395776562,8.015964700822925
5582,Detached house,Mixed-Humid,1980-1989,7.467942332285852,Central,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,0.0,3,2.5-3.5,2.0,2,Owned,5.7719083037038015,6.457617020162229,5.719458954041209,6.973973638401007,7.7531470381978815
5583,Detached house,Hot-Humid,1970-1979,8.103796712981794,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Owned,6.604472140301705,4.876799093117625,4.746930131025923,6.326918408217976,7.34035554269757
5584,Detached house,Cold/Very Cold,.<1950,8.115819701211327,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,1.0,4,2.5-3.5,1.0,1,Owned,5.681605029711498,6.364372027655971,6.145493790990766,7.217700185232889,7.901436589357666
5585,Detached house,Hot-Dry/Mixed-Dry,2000-2009,7.57095858316901,Central,D: 10-14 yrs,Central water system,0.0,1.0,0.0,0.0,3,2.5-3.5,2.0,1,Owned,4.885374368583913,6.2416978356122845,5.113011360713122,6.7627410675586965,7.423120582790159
5586,Detached house,Cold/Very Cold,1970-1979,6.831953565565855,None,B: 2-4 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,1.0,1,Owned,0.0,4.352983949221151,5.263363537284508,6.7133449464908,6.995912665718342
5587,Detached house,Cold/Very Cold,1990-1999,7.902857191280582,Central,C: 5-9 yrs,Other individual,0.0,0.0,0.0,1.0,3,1.5-2,0.0,1,Owned,4.169142772297287,3.9005575273188677,4.8238236720294365,7.065049583866895,7.248411607213905
5588,Attached house,Hot-Dry/Mixed-Dry,2000-2009,7.00033446027523,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,1.5-2,2.0,1,Owned,4.5110792625884955,3.208421366964342,4.2017030805426,6.22436038986487,6.528630206205813
5589,Apartment in bld with 5+ units,Hot-Humid,1950-1959,6.3578422665081,Individual,B: 2-4 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,6.361337019290758,2.1400661634962708,4.709530201312334,5.991739509302413,6.999084819270334
5590,Detached house,Hot-Humid,1960-1969,8.056109659545061,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,3,2.5-3.5,1.0,1,Owned,6.143799293411261,6.183344443745248,4.745714430980399,6.198458391082497,7.348915662414753
5591,Detached house,Cold/Very Cold,1970-1979,7.4770384723196965,None,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,1.0,4,1.5-2,1.0,1,Rented,0.0,6.990274916530566,5.788307429725889,7.331819676286427,7.98570216827325
5592,Mobile home,Cold/Very Cold,2000-2009,7.210079628170788,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Rented,1.9906103279732201,5.940776332780459,5.733470718358026,6.725153682980864,7.330857272166119
5593,Detached house,Marine,1960-1969,7.273092595999522,None,None,None,0.0,0.0,0.0,0.0,3,1.5-2,2.0,1,Owned,0.0,0.0,5.998390507178715,6.781182476257832,7.156870624385099
5594,Apartment in bld with 2-4 units,Cold/Very Cold,1950-1959,6.698268054115413,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.233381604239311,5.294259143087182,5.323448907185641,6.082333059112373,6.811552701109076
5595,Detached house,Mixed-Humid,1950-1959,7.528869256642251,Individual,A: -2 yrs,Other individual,0.0,0.0,0.0,0.0,3,0-1,0.0,1,Owned,5.780650918912778,4.844344554374829,6.377831779524206,7.208000602270167,7.777721404699152
5596,Detached house,Marine,1950-1959,8.127109185346375,Central,A: -2 yrs,Central furnace,1.0,0.0,0.0,1.0,+4,2.5-3.5,0.0,1,Owned,5.634682454571901,6.459888804802811,4.606469341719712,6.702905864823569,7.512541080800923
5597,Detached house,Cold/Very Cold,.<1950,8.083637203141548,Central,F: +20 yrs,Central furnace,0.0,1.0,1.0,1.0,4,1.5-2,0.0,1,Owned,4.797689567758492,7.510167796079576,5.457540872096015,7.858551779955856,8.469480846191228
5598,Detached house,Hot-Dry/Mixed-Dry,2010-2015,8.19229373114764,None,A: -2 yrs,Central furnace,1.0,1.0,1.0,0.0,4,2.5-3.5,0.0,2,Owned,0.0,5.079974772174869,4.941642422609304,7.262628600974241,7.452848987242447
5599,Attached house,Hot-Dry/Mixed-Dry,2000-2009,7.714677473800927,Central,None,None,0.0,1.0,0.0,0.0,3,2.5-3.5,2.0,2,Rented,6.693596245739392,0.0,5.945080236550453,6.991894201087169,7.7296781868951925
5600,Apartment in bld with 2-4 units,Mixed-Humid,1950-1959,7.195187320178709,Both central and individual,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Rented,4.598246270915268,6.232644460908291,6.075897603082812,6.893341903545365,7.6139864890900055
5601,Apartment in bld with 5+ units,Hot-Humid,1960-1969,6.159095388491933,Individual,None,None,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Owned,5.451639131491686,0.0,5.581765488467756,6.716170954908997,7.187150611046471
5602,Detached house,Cold/Very Cold,2000-2009,8.481151420068972,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,+4,+3.5,3.0,2,Owned,5.899760357897641,6.32405425646497,4.887337077751762,7.900681072941096,8.229911038985783
5603,Apartment in bld with 2-4 units,Mixed-Humid,2000-2009,7.053585727193677,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.286891439558843,5.619240772779619,5.082831916975648,5.687856324105942,6.686996382118069
5604,Detached house,Cold/Very Cold,2000-2009,8.431853144249223,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,1.0,+4,2.5-3.5,3.0,1,Owned,5.799183559419454,6.464339051445401,6.064691774376913,7.905445336369122,8.321487262191951
5605,Detached house,Cold/Very Cold,1970-1979,8.253488028345904,Both central and individual,F: +20 yrs,Central furnace,1.0,1.0,1.0,1.0,4,2.5-3.5,2.0,2,Owned,5.093382034882496,5.9740640324278145,4.341725337900356,6.781761124166734,7.320857814219512
5606,Detached house,Mixed-Humid,1950-1959,7.901377353792616,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,1.0,4,2.5-3.5,1.0,Split-level,Owned,5.918786321609996,7.208689157109665,5.932881589675684,7.514276462829388,8.27674070097939
5607,Detached house,Hot-Dry/Mixed-Dry,1950-1959,7.9561263512135,None,None,None,0.0,1.0,0.0,0.0,4,2.5-3.5,0.0,2,Owned,0.0,0.0,5.556210110189065,6.812510097065403,7.062183063269551
5608,Detached house,Hot-Humid,1980-1989,7.809135398120538,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,0.0,4,2.5-3.5,0.0,2,Owned,7.453538696403799,5.581275800163405,5.449492194345154,7.227677022951427,8.188141752441254
5609,Attached house,Cold/Very Cold,2010-2015,6.582025138892826,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,0.0,0-2,1.5-2,1.0,1,Rented,3.369362658142137,5.903807507177435,4.491105229700119,6.869554845166833,7.2753315865474875
5610,Apartment in bld with 5+ units,Hot-Humid,1960-1969,6.859614903654202,Individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Owned,6.942678308771367,0.30010459245033816,6.351025323025172,7.137644030200566,7.960473705146909
5611,Detached house,Cold/Very Cold,1970-1979,7.820439515262181,Central,F: +20 yrs,Central water system,1.0,1.0,0.0,1.0,3,2.5-3.5,2.0,2,Owned,4.625168872494781,7.036957313445431,5.29461050461671,7.519084844318308,8.09531817422925
5612,Detached house,Cold/Very Cold,.<1950,8.762333040602343,Individual,B: 2-4 yrs,Central water system,1.0,0.0,1.0,1.0,4,2.5-3.5,0.0,2,Owned,5.358800801927547,7.650877635593224,4.983401121142487,6.8874607307126725,8.142598646174553
5613,Attached house,Hot-Humid,2000-2009,7.278628942320682,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,1.0,0.0,3,2.5-3.5,2.0,2,Rented,5.751778672924456,4.960884668831699,6.083838602532844,7.178736159710507,7.698224251061823
5614,Mobile home,Marine,1960-1969,7.20414929203594,Individual,B: 2-4 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Owned,3.2244602031621015,6.334043102160956,5.675417293099305,7.06805274285125,7.626102260563824
5615,Attached house,Cold/Very Cold,1970-1979,7.117205503164344,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,1.0,0-2,1.5-2,1.0,2,Owned,3.6331024386449378,6.395077941852672,4.3129444734864375,6.818093119042408,7.39179740578171
5616,Detached house,Mixed-Humid,2000-2009,8.012018239159062,Central,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0.0,3,2.5-3.5,0.0,2,Owned,5.72577225088112,5.903316160331277,5.8756327315828605,6.953082310567179,7.636530187185082
5617,Detached house,Cold/Very Cold,1960-1969,6.85751406254539,Both central and individual,D: 10-14 yrs,Other individual,0.0,1.0,0.0,0.0,4,1.5-2,2.0,1,Owned,4.344584339198011,7.017765965815194,5.948739701647985,7.627081771325385,8.196070150859049
5618,Detached house,Cold/Very Cold,1980-1989,7.5352967024440884,None,F: +20 yrs,Central furnace,0.0,0.0,0.0,1.0,+4,1.5-2,0.0,1,Owned,0.0,6.197380552755566,5.8157411743422545,6.9650803456014065,7.5411524551363085
5619,Detached house,Mixed-Humid,1960-1969,8.175547596021026,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,1.0,3,1.5-2,2.0,1,Owned,5.816932572588857,6.438183556451267,5.175132265977658,6.485779618746983,7.490406558111459
5620,Detached house,Cold/Very Cold,2000-2009,8.742254901886351,Both central and individual,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,1.0,4,2.5-3.5,1.0,2,Owned,5.136562850694046,7.602486204755299,6.6443885121770565,7.705298510253079,8.548467027001356
5621,Attached house,Marine,1960-1969,7.8636512654486515,Individual,F: +20 yrs,Central furnace,1.0,0.0,1.0,1.0,3,0-1,0.0,1,Rented,3.5260663637080247,4.4764273100953655,4.6491870714048655,6.352368038126677,6.681180848928467
5622,Detached house,Hot-Dry/Mixed-Dry,2000-2009,7.967973179662935,Central,F: +20 yrs,Other individual,0.0,1.0,1.0,0.0,3,2.5-3.5,3.0,2,Owned,7.120484791947474,6.072283876209936,5.492855660851912,6.681431676661297,7.904013638788339
5623,Attached house,Hot-Dry/Mixed-Dry,2000-2009,7.197435354096591,None,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,0.0,3,2.5-3.5,2.0,2,Rented,0.0,3.3054204262683866,5.7186382458881875,6.722966681544391,7.057062821157332
5624,Detached house,Cold/Very Cold,2000-2009,8.921057018157429,Both central and individual,C: 5-9 yrs,Other individual,1.0,1.0,1.0,1.0,+4,2.5-3.5,3.0,2,Owned,4.606868742623673,6.755559354042727,5.228216738868547,7.215857435123482,7.825361145687251
5625,Detached house,Marine,1960-1969,7.151485463904735,Central,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Owned,4.2296036282257905,4.078215180292217,4.9813437894608565,6.703151302747414,6.9896762216674455
5626,Detached house,Cold/Very Cold,2000-2009,8.316544717929398,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,1.0,4,2.5-3.5,3.0,2,Owned,5.121580188047982,7.335705687309373,6.047821250775306,7.4681479079555535,8.26185180868421
5627,Apartment in bld with 5+ units,Hot-Humid,1970-1979,7.050989447068045,Central,A: -2 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,4.622813621160686,4.401338945706255,5.249704686627344,5.937694503898154,6.61995319932978
5628,Detached house,Marine,1970-1979,7.266128779556451,Individual,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,0.0,3,0-1,1.0,1,Owned,3.044522437723423,5.9607475744459215,6.019249933115918,6.7330685029361215,7.412697630189786
5629,Detached house,Mixed-Humid,1990-1999,7.489970898834801,Individual,A: -2 yrs,Central furnace,0.0,0.0,0.0,0.0,3,0-1,0.0,1,Rented,5.283761948538838,6.305618136765555,5.977010590137832,6.9632372884411415,7.693053107824738
5630,Attached house,Cold/Very Cold,1980-1989,7.943782692458625,Both central and individual,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,1.0,0-2,1.5-2,2.0,3,Owned,5.195121173719587,5.6957167002438345,4.107260787488647,6.608621215416243,7.152441119972641
5631,Detached house,Cold/Very Cold,2010-2015,7.764720544771477,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,1.0,3,2.5-3.5,3.0,2,Owned,4.062165663857866,5.446176869786889,5.257911951912998,6.569733842970994,7.0835807820323895
5632,Detached house,Mixed-Humid,1990-1999,8.221747728346623,Central,E: 15-19 yrs,Central furnace,0.0,0.0,0.0,0.0,4,1.5-2,0.0,2,Owned,6.061177159519282,7.186477330062407,6.405608551075583,7.751294656541864,8.450439952935064
5633,Detached house,Cold/Very Cold,.<1950,8.266935347610456,Both central and individual,A: -2 yrs,Central furnace,1.0,0.0,0.0,1.0,3,2.5-3.5,2.0,2,Owned,6.004059891677685,6.281013625618804,5.203402108751749,6.49867363909943,7.485800202385927
5634,Detached house,Cold/Very Cold,1990-1999,7.457609289715606,Central,F: +20 yrs,Central furnace,1.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Owned,5.298717286569364,6.892996908006592,5.18705055411945,7.2105673141107145,7.906558282030745
5635,Detached house,Cold/Very Cold,1990-1999,7.783224016336037,None,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,1.0,4,1.5-2,1.0,Split-level,Owned,0.0,5.816575302131323,5.31900195774087,6.665645500491627,7.187634488120896
5636,Attached house,Cold/Very Cold,2010-2015,8.066835314417336,Central,A: -2 yrs,Central furnace,1.0,1.0,1.0,1.0,3,2.5-3.5,2.0,2,Rented,4.9101517555179335,6.286072579630496,5.274639239193459,7.077042253505631,7.6253413814191005
5637,Detached house,Hot-Dry/Mixed-Dry,1990-1999,8.014996894348302,Central,C: 5-9 yrs,Central heat pump,0.0,1.0,0.0,0.0,3,1.5-2,3.0,1,Owned,6.859331547667986,5.5111277137224555,5.189004606607336,6.438391445023742,7.601827031993217
5638,Detached house,Hot-Humid,2000-2009,7.497207223203318,Central,D: 10-14 yrs,Central heat pump,0.0,0.0,1.0,0.0,4,2.5-3.5,1.0,2,Owned,6.531693621243215,5.7605408084748095,6.7891181286736595,7.6920266174417815,8.313857169346978
5639,Apartment in bld with 5+ units,Hot-Humid,2010-2015,6.6293632534374485,Central,None,None,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,5.444579873526289,0.0,5.319687392284229,6.591577705450382,7.058543168104206
5640,Apartment in bld with 5+ units,Mixed-Humid,1950-1959,6.226536669287466,Individual,F: +20 yrs,Central heat pump,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.805577210328431,5.240264435099419,6.068078305726295,6.2882859780994025,7.1530438101807325
5641,Apartment in bld with 2-4 units,Mixed-Humid,1970-1979,6.22455842927536,Individual,C: 5-9 yrs,Other individual,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.396052806406973,6.156724715973642,6.390777435730948,7.239839330156861,7.839998097070219
5642,Detached house,Cold/Very Cold,.<1950,8.094683648698815,None,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,1.0,+4,0-1,0.0,2,Owned,0.0,6.396746305075204,5.394172852191558,6.43552517297551,7.273522760231756
5643,Detached house,Mixed-Humid,1980-1989,6.96979066990159,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,1.0,0.0,3,1.5-2,1.0,1,Owned,4.013676659154646,5.790510478166025,5.088151736524084,6.51871946782485,7.106056806544683
5644,Detached house,Hot-Dry/Mixed-Dry,1990-1999,7.589335823170617,Central,None,None,0.0,1.0,1.0,0.0,3,2.5-3.5,2.0,2,Owned,4.958991060943918,0.0,5.089076720402819,6.332817709748902,6.763226493240312
5645,Detached house,Hot-Humid,1980-1989,7.661527081358517,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Owned,5.2110150381452405,5.721622392784532,5.060250514638451,6.530688105394485,7.1923174897226385
5646,Detached house,Cold/Very Cold,.<1950,8.282230063296685,Individual,D: 10-14 yrs,Central water system,0.0,0.0,1.0,1.0,3,1.5-2,0.0,1,Owned,5.222138019809219,7.331073402709809,5.797029922430225,6.892194840864081,8.014081075246166
5647,Attached house,Mixed-Humid,2000-2009,6.42648845745769,Central,C: 5-9 yrs,Other individual,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,4.362461479179042,5.553269614376899,5.7047819749892845,6.933500995400553,7.4145186630133315
