,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,THERMOSTAT,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST,HEAT_COST,WATERHEAT_COST,HOTTUB,SWIMPOOL,BATHROOMS,ELECT_COST,TOT_COST
72,Detached house,Cold/Very Cold,2000-2009,5239.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,4,1.0,2.0,2,Rented,101.77,870.15,277.12,0,0.0,2.5-3.5,1642.59,2891.63
73,Detached house,Mixed-Humid,2000-2009,3572.0,Central,A: -2 yrs,Central heat pump,1.0,1.0,1.0,4,1.0,2.0,1,Owned,254.28,275.38,501.4,1,1.0,2.5-3.5,2535.6299999999997,3566.6899999999996
74,Detached house,Cold/Very Cold,1980-1989,1250.0,Individual,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,3,0.0,,1,Owned,30.09,1401.6,1069.45,0,0.0,0-1,1761.51,4262.65
75,Detached house,Mixed-Humid,.<1950,2214.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,0.0,3,0.0,,1,Rented,331.76,727.13,115.42,1,0.0,1.5-2,953.99,2128.3
76,Detached house,Hot-Humid,2000-2009,2044.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,3,1.0,2.0,2,Owned,369.21,387.63,424.66,0,0.0,2.5-3.5,1517.54,2699.04
77,Detached house,Marine,1990-1999,1862.0,None,E: 15-19 yrs,Other individual,1.0,0.0,0.0,3,,2.0,1,Rented,0.0,862.14,613.99,0,0.0,1.5-2,2317.37,3793.5
78,Detached house,Hot-Humid,1980-1989,2656.0,Central,B: 2-4 yrs,Central furnace,1.0,1.0,0.0,3,0.0,,2,Owned,1157.95,440.54,138.14,0,0.0,2.5-3.5,1292.95,3029.58
79,Detached house,Mixed-Humid,1990-1999,4310.0,Central,F: +20 yrs,Central furnace,1.0,1.0,0.0,4,1.0,3.0,1,Owned,303.57,545.36,130.54,0,0.0,2.5-3.5,1021.8300000000002,2001.3000000000002
80,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,676.0,Individual,C: 5-9 yrs,Other individual,0.0,,,0-2,1.0,,NA,Rented,30.16,521.71,344.96,0,,0-1,1244.1399999999999,2140.97
81,Detached house,Mixed-Humid,1980-1989,2986.0,Central,D: 10-14 yrs,Central heat pump,0.0,1.0,0.0,3,0.0,2.0,2,Owned,580.71,2226.71,361.89,0,0.0,2.5-3.5,1969.33,5138.639999999999
82,Detached house,Cold/Very Cold,1990-1999,7878.0,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,+4,1.0,3.0,2,Occupied,371.63,1316.9,182.01,1,0.0,2.5-3.5,2740.5699999999997,4611.11
83,Detached house,Cold/Very Cold,1970-1979,2192.0,None,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,4,1.0,2.0,Split-level,Owned,0.0,218.89,345.23,0,0.0,1.5-2,1081.2,1645.3200000000002
84,Apartment in bld with 2-4 units,Hot-Dry/Mixed-Dry,1950-1959,377.0,None,C: 5-9 yrs,Other individual,0.0,,,0-2,,,NA,Rented,0.0,198.27,428.86,0,,0-1,1502.15,2129.28
85,Detached house,Marine,1960-1969,1332.0,None,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,3,0.0,2.0,1,Owned,0.0,386.06,92.84,0,0.0,0-1,525.0,1003.9
86,Attached house,Mixed-Humid,1970-1979,1241.0,Central,D: 10-14 yrs,Central heat pump,0.0,0.0,0.0,0-2,1.0,,1,Rented,106.4,296.99,225.82,0,0.0,0-1,930.8000000000001,1560.0100000000002
87,Detached house,Hot-Humid,.<1950,3648.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,3,0.0,,1,Rented,1212.1,661.86,250.79,0,0.0,1.5-2,998.4300000000003,3123.1800000000003
88,Detached house,Cold/Very Cold,1990-1999,1528.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,3,0.0,2.0,1,Owned,165.16,784.98,102.04,0,0.0,1.5-2,540.34,1592.52
89,Detached house,Marine,1990-1999,1638.0,Individual,D: 10-14 yrs,Other individual,0.0,1.0,0.0,3,0.0,2.0,1,Owned,16.85,216.73,321.31,0,0.0,1.5-2,1126.0500000000002,1680.94
90,Detached house,Cold/Very Cold,1950-1959,2250.0,Central,A: -2 yrs,Central furnace,0.0,1.0,0.0,3,1.0,,1,Owned,108.09,889.56,352.13,0,0.0,0-1,798.6999999999999,2148.48
91,Attached house,Cold/Very Cold,2010-2015,3264.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,3,1.0,2.0,1,Owned,78.02,128.09,261.91,0,0.0,2.5-3.5,1770.88,2238.9
92,Detached house,Mixed-Humid,.<1950,1562.0,Individual,F: +20 yrs,Central furnace,0.0,1.0,0.0,0-2,0.0,,1,Owned,291.63,724.25,659.19,0,0.0,0-1,1724.2399999999998,3399.31
93,Detached house,Cold/Very Cold,.<1950,1281.0,Individual,F: +20 yrs,Central furnace,1.0,0.0,1.0,0-2,0.0,,1,Owned,53.63,349.94,90.8,0,0.0,0-1,489.04999999999995,983.42
94,Detached house,Hot-Humid,1960-1969,1080.0,Both central and individual,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,3,1.0,,1,Owned,442.66,975.28,416.78,0,0.0,0-1,1745.2899999999997,3580.0099999999998
95,Mobile home,Cold/Very Cold,1970-1979,717.0,None,A: -2 yrs,Central furnace,,,,0-2,,,NA,Owned,0.0,240.24,296.48,0,0.0,0-1,670.01,1206.73
96,Detached house,Hot-Humid,1970-1979,1787.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,1,Owned,323.83,94.26,342.98,0,0.0,1.5-2,895.6400000000001,1656.71
97,Detached house,Marine,1990-1999,6640.0,Individual,E: 15-19 yrs,Central water system,1.0,0.0,1.0,3,1.0,3.0,2,Owned,16.81,1693.93,341.81,0,0.0,+3.5,1011.8800000000001,3064.4300000000003
98,Mobile home,Mixed-Humid,2000-2009,1300.0,Central,C: 5-9 yrs,Central furnace,,,,3,1.0,,NA,Owned,278.65,462.33,298.52,0,0.0,1.5-2,1871.9699999999998,2911.47
99,Detached house,Marine,2000-2009,1650.0,None,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0-2,1.0,1.0,2,Owned,0.0,572.87,137.46,1,0.0,1.5-2,1015.01,1725.3400000000001
100,Detached house,Cold/Very Cold,1950-1959,925.0,None,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,3,0.0,,1,Rented,0.0,499.17,68.68,0,0.0,0-1,672.61,1240.46
101,Apartment in bld with 5+ units,Marine,2010-2015,2020.0,None,A: -2 yrs,Other individual,0.0,,,3,,,NA,Rented,0.0,142.08,433.84,0,,1.5-2,1156.09,1732.0099999999998
102,Detached house,Hot-Dry/Mixed-Dry,2000-2009,3389.0,Central,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,+4,1.0,3.0,2,Owned,627.16,320.49,344.62,1,1.0,+3.5,3818.84,5111.110000000001
103,Detached house,Hot-Humid,1990-1999,1910.0,Central,F: +20 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,2.0,1,Owned,431.74,44.34,197.02,0,1.0,1.5-2,1234.0,1907.1
104,Attached house,Mixed-Humid,1950-1959,1579.0,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,+4,1.0,1.0,2,Rented,156.5,774.41,566.92,0,0.0,0-1,997.4100000000001,2495.24
105,Detached house,Cold/Very Cold,2000-2009,5178.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,+4,1.0,3.0,2,Owned,235.65,1043.19,140.57,0,0.0,2.5-3.5,1581.4299999999998,3000.84
106,Detached house,Mixed-Humid,.<1950,3528.0,Individual,C: 5-9 yrs,Central water system,0.0,1.0,0.0,+4,1.0,,2,Owned,815.61,2726.33,275.97,0,1.0,1.5-2,3381.81,7199.719999999999
107,Attached house,Cold/Very Cold,1990-1999,2290.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,0-2,1.0,2.0,1,Owned,54.17,573.31,101.8,0,0.0,1.5-2,958.83,1688.11
108,Detached house,Mixed-Humid,1990-1999,6790.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,4,1.0,2.0,2,Owned,458.02,1186.73,536.81,0,0.0,2.5-3.5,1402.7,3584.26
109,Detached house,Mixed-Humid,1960-1969,2545.0,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,3,0.0,,2,Owned,491.16,1013.19,316.67,0,0.0,1.5-2,1784.9399999999998,3605.96
110,Detached house,Mixed-Humid,1970-1979,2340.0,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,2.0,1,Owned,340.53,531.92,525.15,0,0.0,1.5-2,1752.6200000000001,3150.2200000000003
111,Attached house,Mixed-Humid,1970-1979,2520.0,Central,F: +20 yrs,Central heat pump,0.0,1.0,1.0,3,0.0,,2,Owned,547.32,773.6,185.06,0,0.0,2.5-3.5,1375.1599999999999,2881.14
112,Detached house,Cold/Very Cold,1980-1989,1891.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,3,1.0,1.0,1,Rented,83.41,599.72,340.63,0,0.0,0-1,931.75,1955.51
113,Apartment in bld with 2-4 units,Mixed-Humid,.<1950,1284.0,Central,C: 5-9 yrs,Central furnace,0.0,,,3,0.0,,NA,Owned,139.61,707.31,223.79,0,,0-1,1141.3899999999999,2212.1
114,Detached house,Cold/Very Cold,1950-1959,828.0,Central,F: +20 yrs,Central furnace,0.0,1.0,0.0,0-2,0.0,,1,Owned,43.68,814.3,71.92,0,0.0,0-1,332.89,1262.79
115,Detached house,Mixed-Humid,1980-1989,890.0,None,A: -2 yrs,Other individual,0.0,0.0,0.0,3,1.0,2.0,1,Rented,0.0,626.85,589.1,0,0.0,0-1,889.95,2105.9
116,Apartment in bld with 5+ units,Cold/Very Cold,1960-1969,761.0,Both central and individual,B: 2-4 yrs,Central water system,1.0,,,0-2,,,NA,Rented,16.77,147.37,83.85,0,,0-1,214.39999999999998,462.39
117,Mobile home,Hot-Humid,2000-2009,1352.0,Central,D: 10-14 yrs,Central furnace,,,,3,1.0,,NA,Owned,315.32,559.26,478.11,0,0.0,1.5-2,1664.68,3017.37
118,Detached house,Hot-Dry/Mixed-Dry,1960-1969,1578.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,4,1.0,2.0,1,Owned,696.74,222.05,223.19,0,1.0,2.5-3.5,671.53,1813.51
119,Detached house,Mixed-Humid,1950-1959,1255.0,Central,B: 2-4 yrs,Central furnace,0.0,1.0,0.0,0-2,1.0,,1,Owned,346.12,471.33,92.02,0,0.0,0-1,635.07,1544.54
120,Apartment in bld with 5+ units,Mixed-Humid,2000-2009,612.0,Individual,D: 10-14 yrs,Central water system,0.0,,,,,,NA,Rented,166.3,94.91,195.0,0,,0-1,1299.8,1756.01
121,Apartment in bld with 5+ units,Mixed-Humid,2010-2015,1237.0,Individual,A: -2 yrs,Other individual,0.0,,,3,1.0,,NA,Rented,58.74,210.13,504.63,0,,0-1,943.26,1716.76
122,Detached house,Hot-Humid,1950-1959,1910.0,None,A: -2 yrs,Other individual,0.0,0.0,0.0,3,1.0,2.0,1,Owned,0.0,1020.87,171.36,0,0.0,0-1,1323.41,2515.6400000000003
123,Detached house,Cold/Very Cold,1990-1999,1051.0,Central,B: 2-4 yrs,Central furnace,0.0,0.0,0.0,0-2,1.0,,1,Owned,76.5,930.46,183.25,0,0.0,0-1,1418.2,2608.41
124,Detached house,Marine,1950-1959,792.0,None,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,0-2,0.0,,1,Rented,0.0,994.29,551.98,0,0.0,0-1,1630.0,3176.27
125,Detached house,Marine,1950-1959,4692.0,None,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,0-2,1.0,2.0,Split-level,Owned,0.0,539.93,123.21,0,0.0,2.5-3.5,688.98,1352.12
126,Mobile home,Cold/Very Cold,1990-1999,1350.0,Central,A: -2 yrs,Central furnace,,,,3,0.0,,NA,Owned,108.52,347.55,788.9,0,0.0,1.5-2,1428.52,2673.49
127,Mobile home,Mixed-Humid,1970-1979,744.0,Individual,F: +20 yrs,Central furnace,,,,0-2,0.0,,NA,Owned,170.96,827.69,242.2,0,0.0,0-1,1528.34,2769.19
128,Detached house,Hot-Humid,1970-1979,2733.0,Central,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,3,1.0,2.0,1,Owned,482.04,158.83,186.36,0,1.0,2.5-3.5,1123.02,1950.25
129,Attached house,Hot-Humid,2000-2009,4476.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,4,0.0,2.0,2,Owned,660.98,740.21,500.91,0,0.0,2.5-3.5,1963.7199999999998,3865.8199999999997
130,Detached house,Hot-Dry/Mixed-Dry,.<1950,1766.0,None,B: 2-4 yrs,Central furnace,1.0,1.0,0.0,3,1.0,1.0,1,Owned,0.0,90.2,142.07,0,0.0,1.5-2,705.1,937.37
131,Apartment in bld with 2-4 units,Cold/Very Cold,.<1950,1317.0,Individual,F: +20 yrs,Central furnace,1.0,,,3,0.0,,NA,Owned,37.33,830.39,550.06,0,,1.5-2,2161.67,3579.45
132,Detached house,Mixed-Humid,1990-1999,5726.0,Central,A: -2 yrs,Central heat pump,1.0,1.0,1.0,4,1.0,2.0,2,Owned,170.75,778.62,432.28,1,1.0,2.5-3.5,2170.25,3551.9
133,Detached house,Mixed-Humid,1970-1979,2904.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,3,1.0,,2,Owned,434.34,814.11,250.15,0,0.0,1.5-2,1316.95,2815.55
134,Detached house,Marine,2000-2009,3930.0,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,+4,1.0,3.0,2,Owned,104.78,185.48,292.93,1,0.0,2.5-3.5,3420.99,4004.18
135,Detached house,Hot-Dry/Mixed-Dry,1990-1999,2640.0,Central,E: 15-19 yrs,Central water system,1.0,0.0,0.0,4,1.0,2.0,1,Owned,45.28,551.05,138.01,0,0.0,2.5-3.5,388.44000000000005,1122.78
136,Apartment in bld with 5+ units,Hot-Humid,1980-1989,1551.0,Central,D: 10-14 yrs,Central heat pump,0.0,,,3,0.0,,NA,Rented,103.03,36.84,129.88,0,,1.5-2,538.0,807.75
137,Detached house,Cold/Very Cold,1980-1989,6095.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,4,0.0,3.0,2,Owned,393.35,620.58,70.74,1,0.0,+3.5,2135.35,3220.02
138,Detached house,Hot-Humid,2000-2009,2792.0,Central,A: -2 yrs,Central heat pump,1.0,0.0,1.0,3,1.0,2.0,2,Owned,676.29,487.28,341.39,1,0.0,2.5-3.5,1672.35,3177.31
139,Attached house,Cold/Very Cold,1990-1999,1520.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,3,1.0,2.0,2,Rented,58.15,136.92,214.33,0,0.0,1.5-2,320.85,730.25
140,Detached house,Hot-Humid,1980-1989,3176.0,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,0.0,4,1.0,2.0,2,Owned,640.73,62.36,280.35,0,0.0,2.5-3.5,1286.03,2269.4700000000003
141,Detached house,Cold/Very Cold,.<1950,2000.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,0-2,0.0,1.0,1,Owned,204.35,601.21,215.14,0,0.0,0-1,1251.8400000000001,2272.54
142,Detached house,Mixed-Humid,.<1950,3449.0,Individual,F: +20 yrs,Other individual,0.0,0.0,1.0,+4,0.0,,2,Owned,239.11,851.13,225.97,0,0.0,0-1,1557.08,2873.29
143,Apartment in bld with 2-4 units,Cold/Very Cold,1980-1989,1436.0,Individual,F: +20 yrs,Central water system,1.0,,,0-2,0.0,,NA,Rented,167.29,441.47,214.0,0,,0-1,647.5,1470.26
144,Detached house,Marine,1970-1979,1451.0,Individual,F: +20 yrs,Other individual,0.0,0.0,0.0,3,1.0,2.0,2,Owned,42.34,805.33,792.29,1,0.0,2.5-3.5,2574.89,4214.85
145,Detached house,Cold/Very Cold,1990-1999,1684.0,Individual,F: +20 yrs,Central furnace,1.0,1.0,1.0,3,0.0,2.0,1,Owned,70.33,2023.92,292.85,0,0.0,2.5-3.5,1791.64,4178.74
146,Detached house,Hot-Humid,2010-2015,3655.0,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,3.0,1,Owned,866.91,660.42,181.93,0,0.0,2.5-3.5,1714.29,3423.55
147,Detached house,Cold/Very Cold,.<1950,1807.0,Individual,D: 10-14 yrs,Other individual,1.0,1.0,0.0,3,0.0,,1,Owned,48.38,1447.73,368.28,0,0.0,1.5-2,1590.78,3455.17
148,Detached house,Mixed-Humid,2010-2015,1873.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,3,1.0,2.0,1,Owned,343.75,1094.26,603.51,1,0.0,1.5-2,2255.73,4297.25
149,Attached house,Cold/Very Cold,1970-1979,964.0,Individual,E: 15-19 yrs,Other individual,0.0,0.0,0.0,0-2,0.0,,1,Owned,11.94,164.33,191.74,0,0.0,0-1,687.5899999999999,1055.6
150,Apartment in bld with 2-4 units,Marine,1960-1969,646.0,None,D: 10-14 yrs,Other individual,1.0,,,0-2,1.0,,NA,Rented,0.0,153.46,114.65,0,,0-1,146.36,414.47
151,Detached house,Mixed-Humid,1970-1979,2250.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,3,0.0,,1,Owned,297.06,919.79,177.25,0,0.0,1.5-2,942.76,2336.8599999999997
152,Detached house,Hot-Humid,2000-2009,2137.0,Central,C: 5-9 yrs,Central heat pump,0.0,0.0,0.0,3,1.0,2.0,1,Owned,529.07,271.19,372.62,0,0.0,2.5-3.5,1614.58,2787.46
153,Detached house,Mixed-Humid,1970-1979,4292.0,Central,A: -2 yrs,Central furnace,0.0,1.0,0.0,3,0.0,2.0,1,Owned,478.37,736.25,167.78,0,0.0,1.5-2,636.07,2018.4699999999998
154,Detached house,Mixed-Humid,1990-1999,3298.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,1,Owned,785.27,294.83,209.81,0,0.0,2.5-3.5,1831.06,3120.97
155,Detached house,Cold/Very Cold,1970-1979,1029.0,None,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,3,1.0,,1,Owned,0.0,1120.51,284.34,0,1.0,0-1,1134.81,2539.66
156,Detached house,Cold/Very Cold,1960-1969,1644.0,Individual,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,3,1.0,,1,Owned,192.24,391.11,221.6,0,0.0,0-1,1117.55,1922.5
157,Detached house,Mixed-Humid,1990-1999,2562.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,4,1.0,2.0,2,Rented,221.96,464.99,321.01,0,0.0,2.5-3.5,1323.33,2331.29
158,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,968.0,Central,D: 10-14 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,59.94,158.86,80.14,0,,0-1,384.61,683.55
159,Apartment in bld with 5+ units,Cold/Very Cold,.<1950,371.0,Individual,C: 5-9 yrs,Central furnace,0.0,,,0-2,,,NA,Rented,26.71,121.24,175.02,0,,0-1,1147.29,1470.26
160,Detached house,Mixed-Humid,1960-1969,1975.0,Central,F: +20 yrs,Central furnace,0.0,1.0,1.0,3,1.0,,2,Rented,329.48,653.86,824.75,0,0.0,1.5-2,1730.19,3538.28
161,Detached house,Hot-Humid,2000-2009,2940.0,Both central and individual,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,+4,0.0,2.0,1,Owned,398.07,712.01,270.17,0,0.0,2.5-3.5,2330.3599999999997,3710.6099999999997
162,Mobile home,Cold/Very Cold,1960-1969,1848.0,Individual,F: +20 yrs,Central furnace,,,,0-2,0.0,,NA,Owned,88.37,826.23,501.63,0,0.0,0-1,1252.63,2668.86
163,Attached house,Hot-Humid,2000-2009,5168.0,Central,C: 5-9 yrs,Central heat pump,0.0,1.0,0.0,3,0.0,2.0,2,Rented,673.1,298.98,341.29,0,0.0,2.5-3.5,1382.9,2696.2700000000004
164,Detached house,Marine,.<1950,700.0,Individual,B: 2-4 yrs,Other individual,0.0,0.0,0.0,3,1.0,1.0,1,Rented,11.59,632.21,188.09,1,0.0,0-1,1368.94,2200.83
165,Detached house,Mixed-Humid,2010-2015,2924.0,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,0.0,0-2,0.0,,1,Owned,494.93,683.51,322.51,1,0.0,1.5-2,2054.6200000000003,3555.5700000000006
166,Apartment in bld with 2-4 units,Hot-Humid,1980-1989,804.0,Individual,A: -2 yrs,Other individual,0.0,,,0-2,,,NA,Rented,202.49,192.41,770.02,0,,0-1,2005.5600000000002,3170.4800000000005
167,Detached house,Cold/Very Cold,1990-1999,2049.0,Central,E: 15-19 yrs,Central furnace,1.0,0.0,1.0,3,1.0,2.0,2,Owned,142.98,76.83,170.29,0,0.0,1.5-2,1543.58,1933.6799999999998
168,Attached house,Mixed-Humid,1990-1999,1639.0,Central,C: 5-9 yrs,Central heat pump,0.0,0.0,0.0,0-2,1.0,,1,Owned,181.26,552.56,221.84,0,0.0,1.5-2,1041.18,1996.8400000000001
169,Detached house,Hot-Humid,1990-1999,809.0,Individual,A: -2 yrs,Central furnace,0.0,0.0,0.0,0-2,1.0,,1,Owned,327.33,222.74,298.59,0,0.0,0-1,1388.95,2237.6099999999997
170,Detached house,Mixed-Humid,1990-1999,1162.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,3,1.0,1.0,1,Owned,198.38,380.85,245.33,0,0.0,1.5-2,782.2,1606.7600000000002
171,Detached house,Hot-Humid,1990-1999,1543.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,3,1.0,3.0,1,Owned,471.11,432.86,98.0,0,0.0,1.5-2,868.9899999999999,1870.96
172,Detached house,Hot-Humid,.<1950,1612.0,None,A: -2 yrs,Other individual,0.0,0.0,0.0,3,,,1,Owned,0.0,724.16,270.07,0,0.0,0-1,852.11,1846.3400000000001
173,Apartment in bld with 5+ units,Hot-Humid,1980-1989,581.0,None,None,None,0.0,,,0-2,,,NA,Rented,0.0,0.0,174.67,0,,0-1,703.37,878.04
